Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3
-1.980465388,-11,4.774108553,-0.011780807,-0.984846728,-1.054985868,2.030510463,-11,-1.188887468,3.869873163,-2.034595888,-1.625184678,-11,-11,-11,-11,-0.796578608,-11,-1.504018748,-11,-11,-4.957939108,2.004871983,-1.036099028,-0.803257127,-11,1.017136993,-4.992298998,0.532216333,-11,-11,-11,-3.164490088,0.643822313,-4.243270458,-4.034118228,-11,-3.111551338,-1.802232678,-1.246423888,-6.551511958,-11
-11,-11,-11,-3.371451853,-11,-11,-0.726360223,-0.907134033,-3.571033763,-2.152383543,-0.321738683,-1.812615083,-11,-11,-11,-11,-11,-11,-3.926836083,-11,-11,-11,0.053959228,-3.009261943,-3.198631583,-11,-11,-11,-4.601097623,-11,-11,-11,-6.307670313,-11,-11,-11,-11,-5.020517833,-3.492117113,1.336611028,-11,-11
-5.886348135,-11,-2.438236995,-0.941172375,-4.809921215,-4.873155175,1.768522925,-0.677605375,-2.833303715,2.048278835,-1.547680365,-3.944054925,-11,-11,-11,-11,-1.512190445,-11,-4.450288795,-11,-5.835345425,-11,0.749540425,-1.257136385,-1.909391965,-11,-0.487996485,-11,-11,-11,-11,-11,-6.578185625,-2.307713725,-4.767580295,-6.883166665,-11,-2.783403605,-1.918803445,-0.472104135,-7.132319475,-4.289998615
-2.856100728,-11,-11,-1.852011978,-4.956496908,-6.354062478,1.005999343,-0.959390768,-3.570722968,3.141590763,-3.755103748,-11,-11,-11,-11,-11,-0.392776587,-11,-11,-11,-4.175507698,-4.949959328,0.984798953,-0.879607108,-4.912236898,-4.712520708,0.062500623,-11,-11,-11,-3.794567358,-11,-5.481531298,-5.052227998,-2.813254568,-11,-11,-4.619337278,-1.684790768,0.032120833,-7.501213728,-8.474026858
-11,-11,-3.336796223,-1.918535563,-11,-2.970496453,0.947920478,-1.457482623,-2.580921343,1.077951558,-3.591241173,-2.441138533,-11,-11,-11,-11,-0.234796442,-11,-11,-11,-11,-11,1.677527838,-2.176676233,-0.945250462,-4.342339403,-11,-4.296253643,-11,-11,-2.606629623,-11,-4.875786863,-3.278846143,-11,-11,-11,-0.456538213,-11,0.530592578,-11,-2.734247803
-4.304893683,-11,5.281579808,-0.120613493,-1.661851803,-0.737525863,2.553841988,-11,-1.909289433,3.268777058,-3.664714333,-4.688351193,-11,-11,-11,-4.345888623,-3.481333733,-11,-3.934798553,-11,-11,-1.909904653,2.086312198,-0.554045223,-1.664702823,-11,-1.059759193,-2.296947983,-1.239003743,-11,-11,-11,-4.901077713,1.583856798,-3.063176753,-11,-4.347316953,-1.554725883,-0.889415572,-2.551958153,-11,-11
-11,-11,-11,-11,-11,-11,-1.541497405,-0.055060925,-5.364855225,-1.843944545,0.343448935,-3.398478445,-11,-11,-11,-11,-2.265153195,-11,-11,-11,-11,-11,1.526216965,-5.583081585,-0.186728485,-11,-11,-11,-1.731516885,-11,-11,-11,-7.274602755,-11,-11,-11,-11,-11,-11,-11,-6.568099045,-11
-2.969020805,-11,0.361175955,1.103370385,-3.620668305,-0.700853955,2.020044685,-0.047051975,-0.695677765,3.931172085,-2.055727125,-0.942193885,-11,-11,-11,-11,-0.658607655,-11,-11,-11,-11,-11,2.116165985,0.311478255,-0.813542305,-5.860380905,0.987929955,-3.408653805,-2.461094535,-11,-11,-11,-3.472625015,-0.651951595,-3.982922255,-11,-4.587748905,-2.150942115,-0.968931445,0.897833725,-11,-11
-3.338109673,-11,-3.149081463,-0.383159762,-11,-3.899665603,0.672730098,-1.366775613,-1.948660973,3.034126068,-1.964561833,-3.800375033,-11,-11,-11,-11,-1.633968613,-11,-3.001976493,-11,-11,-11,1.389899748,-4.044200503,-0.690874843,-4.585827843,-3.983836493,-11,-0.515485233,-11,-3.115660453,-11,-6.536908073,-5.383349523,-3.024164673,-11,-11,-2.077764323,-2.866846123,0.893554328,-11,-5.085925143
-2.463025473,-11,-5.772617613,-0.017263383,-2.979330743,-1.565242933,0.652202397,-3.194617983,-2.953764543,2.908569018,-2.332265033,-2.466450693,-11,-11,-11,-4.458568063,0.133651857,-11,-3.758528443,-11,-11,-11,1.560215248,-2.048327303,-1.234084953,-3.838287763,-3.429791473,-5.653963063,-1.831277393,-11,-11,-11,-5.819990963,-3.405627363,-4.416195883,-11,-11,-2.334508373,-1.900761793,-0.035244693,-8.434107503,-11
-11,-11,-11,-11,-11,-5.10841165,-1.26955947,-2.68365594,-4.650414,-2.00993489,0.18346617,-1.99966986,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0.01757424,-2.81337292,-2.41722374,-11,-11,-11,-11,-11,-11,-11,-11,-11,-5.53037648,-6.70095652,-11,-11,-4.45359752,-4.39702977,-4.22744464,-2.83365572
-11,-11,-6.835764125,-0.646313895,-4.617310115,-2.487004335,0.754515455,-1.684066555,-1.274496215,2.782712635,-0.932533645,-2.038706265,-11,-11,-11,-3.713000475,0.095468425,-11,-11,-11,-11,-11,2.052871815,-1.724471065,0.230883445,-2.530773185,-11,-3.545410455,-3.557052835,-11,-5.236697105,-11,-5.181261225,-11,-11,-11,-11,-3.722135215,-2.396140325,1.632252205,-11,-11
-11,-11,-5.06426612,-1.25835751,-11,-5.67362624,-1.04088957,0.10319972,-1.88462124,-0.01552261,-0.30037042,-2.87275578,-11,-11,-11,-11,-1.96379982,-11,-11,-11,-11,-11,2.12924027,-3.60077804,-0.8929936,-5.8295635,-11,-11,-2.56982221,-11,-11,-11,-4.92978334,-11,-11,-5.64410581,-11,-4.0350401,-11,2.01422986,-11,-11
-3.215364035,-11,-8.636839945,-4.133231975,-11,-4.898978355,-2.101171905,-1.172803855,-3.256659135,-0.125304385,-3.375196155,-2.800184465,-11,-11,-11,-3.680803035,-0.247458985,-11,-11,-11,-11,-11,1.790188815,-4.268138205,-0.205021595,-5.220074145,-11,-11,-11,-11,-5.010462485,-11,-6.861569315,-11,-2.744031445,-6.366524815,-11,-11,-11,0.953004365,-11,-11
-2.522660745,-11,5.036391685,-1.064820825,-1.406051755,-0.736748295,1.577477295,-5.596682115,-1.322981265,3.216136215,0.170864075,-2.892073745,-11,-11,-4.959618545,-11,-2.802892345,-11,-11,-11,-11,-2.958257015,1.289309195,-0.500545915,-1.689033995,-11,0.213392855,-0.803406875,0.665012325,-11,-11,-11,-3.773005505,0.446931975,-11,-3.559723065,-2.983007295,-3.422328305,-1.284955205,-1.425242585,-4.734505285,-11
-3.027817968,-11,4.734218743,0.225301993,-0.907851687,-0.063215698,1.785529833,-11,-2.182361578,4.495543943,-3.666789648,-2.006580228,-11,-11,-11,-3.381337708,-1.933393028,-11,-1.485220288,-11,-11,-2.980697518,2.750370513,0.004241292,-0.726923357,-3.948195018,-1.506961648,-3.429961248,0.443274793,-11,-4.483875888,-4.474651758,-3.441628048,0.769958692,-11,-6.061941428,-11,-0.692320478,-0.749218348,-0.776681028,-5.465598408,-11
-2.842915318,-11,2.945878473,0.044411293,-1.807294078,-1.614527978,1.326318843,-2.635692178,-1.757791108,4.570574793,-1.041609258,-2.599972238,-11,-11,-11,-11,-2.359222958,-11,-11,-11,-11,-11,2.109194313,-0.616349887,-0.725923737,-4.597409808,-1.329779508,-3.088538128,-2.299848318,-11,-11,-4.748829568,-5.365130308,-1.432892238,-11,-6.411598838,-4.731494218,-2.620334048,-1.266756518,-0.059946707,-11,-11
-11,-11,0.48016606,0.30669701,-3.63883457,-3.49643356,0.59590863,-1.42356185,-1.68351629,2.97061081,-0.40740465,-1.00283571,-11,-11,-11,-11,0.16566465,-11,-11,-11,-11,-11,2.87757232,-1.16071434,-1.35934642,-11,-11,-11,-0.40905704,-11,-11,-11,-5.83465656,-11,-11,-11,-11,-3.24520952,-0.57749694,0.99189718,-11,-11
-11,-11,-0.57067951,-2.7794262,-11,-3.86226214,-1.52158283,0.05210811,-1.95668814,-0.39401072,-1.20411323,-2.68342881,-11,-11,-11,-3.6435964,-0.47821519,-11,-11,-11,-11,-11,2.11429857,-3.723316,-0.58204544,-5.7686819,-11,-4.26195315,-11,-5.01961374,-11,-11,-4.29907942,-11,-11,-7.09374916,-11,-4.28683198,-5.80136816,1.08507059,-11,-4.58467392
-2.895437623,-11,4.259068028,0.013833328,-2.955502433,-1.055806193,1.174297338,-4.833834083,-2.013991953,3.365002288,-11,-2.723609413,-11,-11,-11,-3.836724063,-1.961458213,-11,-4.035869573,-11,-11,-4.333864623,1.285807058,-1.383204573,-1.140444083,-11,-0.415774593,-2.934313733,0.584836878,-11,-11,-11,-4.148103453,0.249929978,-11,-2.363117353,-2.749713023,-1.734705953,-1.936895563,-0.977884172,-7.151549863,-3.692637623
-11,-11,-3.69190352,-1.17728688,-11,-7.5264936,0.72327656,-0.08736383,-1.99124503,1.24061942,0.68557461,-2.06133376,-11,-11,-4.28843177,-11,0.3007539,-11,-11,-11,-11,-11,2.11188663,-2.08791061,-1.56058211,-2.92149512,-11,-11,-0.68815126,-5.08909912,-4.24638431,-11,-6.70514256,-11,-11,-11,-11,-11,-5.91638501,0.15803322,-11,-11
-4.084824618,-11,4.319212463,0.308481352,-4.048792828,-0.686685638,1.242089013,-3.891764968,-1.262504538,3.636906973,-1.837541848,-3.953894718,-11,-11,-11,-11,-3.123027558,-11,-2.221100588,-11,-11,-3.276649838,2.081752993,-1.200886448,-0.211786598,-11,-11,-0.326759848,0.221001743,-11,-11,-11,-5.122741408,0.104508433,-3.616009818,-3.729080148,-3.930806898,-11,-2.087060958,-0.039373467,-7.051098848,-2.579738648
-1.273045118,-11,3.718137493,1.048873943,-1.084443568,-1.354041868,2.563697413,-0.842082377,-0.538545138,4.926733563,-0.699497608,-1.313567518,-11,-11,-4.715742428,-11,-1.003610478,-11,-3.342528218,-11,-11,-11,2.038106513,-0.453417298,-0.888836818,-2.695988678,0.211985712,-2.070633288,0.932399553,-11,-3.754787358,-11,-3.587964118,0.189775963,-2.192188568,-5.748241968,-3.842498988,-0.916966237,-1.454083398,1.238633423,-8.003613378,-11
-11,-11,-4.503323798,-0.970082187,-11,-5.345194748,0.005737813,-1.091598458,-2.973984618,2.548657733,-1.322436278,-11,-11,-11,-11,-11,-0.846303707,-11,-11,-11,-11,-3.126870398,1.284733643,-1.371467648,-1.111304498,-11,-11,-11,-11,-7.808726138,-11,-11,-5.128482438,-1.419930508,-11,-11,-11,-4.770700128,-1.422264958,1.040666633,-7.832962868,-3.251935658
-5.175073703,-11,1.398849948,-1.747631423,-5.446088003,-4.936355663,0.338037178,-1.368140213,-2.701419203,1.638074258,-2.569895253,-4.616575393,-11,-11,-11,-11,-0.860560182,-11,-11,-11,-11,-11,0.431610478,-1.728240523,-1.969962683,-5.050998143,-0.828436312,-4.271614803,-11,-11,-11,-5.596333183,-5.551798563,-3.422599613,-4.170178753,-11,-11,-5.504511443,-1.765748003,0.224177568,-7.237127033,-2.247113783
-2.74701507,-11,4.71827438,-0.46045368,-1.30587992,-1.01357863,1.2923564,-4.92977254,-2.75180661,2.48247978,-2.33637295,-2.81445558,-11,-11,-11,-3.80297649,-0.86703389,-11,-3.74231416,-11,-11,-3.62909352,1.70344765,-2.15357602,-2.58558802,-11,-1.06401243,-11,-2.48946506,-11,-11,-11,-3.13942758,0.5961651,-11,-6.86576737,-11,-1.58559577,-4.38141823,-1.35609292,-8.65819084,-11
-11,-11,-11,-0.61181408,-11,-9.34030327,-1.11310854,-0.90451662,-1.50022686,2.29685722,-0.75451534,-1.27365983,-11,-11,-11,-3.82589558,-0.64243628,-11,-11,-11,-11,-4.57074217,1.14746787,-3.60770483,-0.66680703,-3.72268762,-11,-11,-1.58112632,-8.97393432,-11,-11,-4.40564177,-2.59251312,-11,-11,-11,-4.67055087,-4.50063129,-0.1254161,-11,-3.53156711
-4.887262833,-11,-11,-1.582515443,-11,-6.034318103,-0.584521993,-0.312183252,-2.161458953,0.502497518,-0.965679812,-1.591318133,-11,-11,-11,-11,-0.760272042,-11,-11,-11,-11,-11,2.195243238,-3.033569273,-1.260087243,-11,-11,-11,-3.596048383,-5.670401323,-11,-11,-7.768458803,-11,-11,-11,-11,-3.979910903,-11,2.363189298,-11,-4.865836203
-2.338679025,-11,2.205756785,-0.018237115,-3.598908985,-2.512515755,1.455937075,-0.565919425,-0.893132845,3.463827265,-0.890893645,-2.230850245,-11,-11,-11,-11,-1.505200225,-11,-1.659098775,-11,-11,-11,1.831467155,-0.830480595,-0.975455775,-3.094069095,-0.075658765,-11,-0.421694055,-6.055041855,-11,-11,-4.295475385,-0.492280105,-11,-4.844489945,-11,-2.771084085,-1.611638265,1.080052665,-7.333795905,-11
-5.443761403,-5.171993213,-11,-11,-11,-5.075631093,-2.004321953,0.374084878,-2.610563483,-1.387542013,-2.214003923,-3.250371753,-11,-11,-11,-11,-2.362477913,-11,-11,-11,-11,-5.076944383,1.733881028,-4.791844973,-1.441169933,-3.331146493,-11,-5.113870383,-11,-11,-4.964127283,-11,-5.120187393,-11,-11,-11,-11,-11,-11,-0.156241373,-9.677320763,-4.797662373
-11,-5.22050929,-11,-3.78585583,-11,-4.87832633,-3.10974361,-4.58543092,-2.85241631,-11,-0.95751195,-3.61013783,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0.73843686,-2.34652245,-4.57616193,-11,-11,-4.95006559,-2.9579652,-4.44834609,-11,-11,-6.06419895,-11,-3.72400652,-11,-11,-11,-11,-11,-11,-11
-4.168287833,-11,-3.304682233,-0.470241662,-3.019498073,-2.286411963,0.065946328,-2.969183183,-1.325727393,2.775491748,-2.966280673,-2.703754793,-11,-11,-11,-11,-0.021525202,-11,-11,-11,-11,-11,2.879583018,-1.554599343,-1.765757423,-11,-11,-2.611097943,-3.347403063,-11,-11,-11,-4.869658283,-11,-2.181496193,-3.904641553,-11,-2.943243813,-2.634334613,1.013293828,-11,-11
-11,-11,-11,-11,-11,-11,-2.81250346,-11,-4.40475913,-1.75949141,0.56993666,-2.31190731,-11,-11,-11,-3.54241626,-11,-11,-11,-11,-11,-11,-3.50122125,-4.58849082,-0.25121856,-11,-11,-5.03686974,-4.33922865,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-4.45322584,-3.27738856
-3.244182673,-11,-11,1.712162328,-2.061544833,-1.395546303,0.213376257,1.224277418,-0.345536793,4.245856388,-0.873482163,-3.589224913,-11,-11,-11,-11,0.617027797,-11,-11,-11,-11,-11,3.366370198,-0.640288153,-1.392183203,-11,-2.113445763,-3.010039533,-2.629697183,-11,-11,-11,-3.253925983,-11,-11,-11,-11,-3.330779223,-1.754576953,2.827253988,-11,-11
-11,-11,-8.90640643,-2.77489434,-4.12790819,-5.89149105,0.80402573,0.50793108,-2.67564998,2.02818466,-0.62707096,-11,-11,-11,-11,-11,-0.54324308,-11,-2.87736648,-11,-11,-11,1.46106767,-1.42582305,-2.08074343,-11,-2.02907589,-11,-11,-6.02019407,-11,-11,-4.93943074,-3.66180523,-11,-5.86586908,-11,-5.0318253,-0.93929302,0.33183725,-7.57738162,-3.88700632
-3.743398728,-11,-11,1.046825843,-2.750316568,-4.910870608,1.166623393,-2.065796018,-2.817995138,3.394188733,-1.188723438,-3.537944888,-11,-11,-11,-2.538432188,-0.984540787,-11,-11,-11,-11,-11,1.487493113,-0.720964687,-1.085841108,-11,-2.601535718,-11,-11,-11,-11,-11,-6.953055948,-11,-11,-4.181836418,-11,-1.567043258,-0.594775107,-0.228481877,-11,-11
-4.507380173,-11,-4.346023153,0.405292508,-2.994777623,-2.444785433,-0.468208502,0.920195148,-1.364005143,2.490230598,-11,-11,-2.698944743,-11,-11,-2.583086593,-0.572796222,-11,-11,-11,-11,-11,2.290031648,-0.434823482,-3.132540113,-11,-2.477823543,-11,-3.195861763,-11,-3.452692233,-11,-5.400910543,-11,-11,-11,-11,-1.433507293,-2.517859633,0.998085438,-11,-11
-5.147331193,-11,4.773038998,0.447177028,-2.913381653,-0.514450113,0.645310737,-2.506969683,-1.337618583,2.659326898,-1.584237403,-2.125113363,-11,-11,-11,-11,0.302725137,-11,-1.171303433,-11,-11,-2.442126013,1.880039518,-1.908935113,-0.494419723,-11,-0.689826243,-11,0.100527838,-11,-3.634266623,-11,-5.212063133,0.393114668,-11,-1.950878523,-3.783354323,-0.830866193,-0.701764663,-0.000669113,-7.074016993,-3.602120923
-2.59973957,-11,4.84147769,-0.62999183,-3.15240776,-0.42442304,0.23418827,-11,-1.51408298,3.62788836,-1.44145062,-1.93431583,-11,-11,-11,-11,-0.13622352,-11,-2.89757829,-11,-11,-3.54780109,1.40402814,-0.48837197,-1.95398578,-11,-1.05348382,0.07232956,0.83779345,-11,-11,-11,-3.27074505,0.85402204,-4.66073141,-4.97911341,-11,-3.51237332,-2.887055,-2.71965933,-5.32586477,-11
-2.6348409,-11,4.92576263,0.09592762,-1.5250624,-0.15716407,1.56982814,-11,-1.21595074,2.78064255,-0.57378129,-1.1295075,-11,-11,-11,-11,-0.67255567,-11,-2.04823737,-11,-11,-2.37277382,1.47499986,-0.82180385,-1.93030531,-11,1.17205616,-1.0707098,-2.79401254,-11,-11,-11,-3.31398572,1.28170242,-3.54232883,-11,-11,-1.3618175,-0.59923938,-1.07445111,-7.04666179,-3.56136198
-2.298636813,-11,2.322384418,1.109618708,-4.072428943,-2.224888753,2.284136468,0.354390827,-1.001204043,4.636778448,-11,-0.291638793,-11,-11,-11,-11,-0.875328683,-11,-11,-11,-11,-11,2.871188278,0.086227217,0.187714278,-4.023322143,-2.737529883,-2.428665333,-2.530828203,-5.709449933,-3.377149863,-4.864919473,-3.979270633,-11,-11,-11,-4.528244093,-1.560227103,-0.501753093,1.314623888,-11,-2.879564033
-3.736566603,-11,4.721038218,-0.872873043,-0.895795612,-0.355599583,2.737714938,-3.130788083,-2.409969773,3.714224588,-1.010979823,-1.306742133,-11,-11,-11,-11,-1.672557573,-11,-1.058456073,-11,-11,-2.577880463,1.892124668,-0.758898363,-0.053889512,-11,-0.263499163,-5.183370833,0.597556458,-5.937400383,-11,-11,-3.427544363,0.859133598,-11,-2.832048363,-3.055460943,-1.296773663,-1.425902233,-1.503410983,-6.724931633,-11
-2.315789475,-11,4.260223045,1.449676075,-3.110214785,-0.609052005,3.016903005,-1.331988685,-1.351299105,4.136810055,-0.620668205,-1.676262005,-11,-11,-11,-11,-0.242648615,-11,-0.808197625,-11,-11,-2.043606795,2.472471785,-0.608544045,-1.432619925,-3.129176075,1.394125945,0.379121615,0.939806025,-11,-4.266274035,-11,-2.850444755,1.151174865,-11,-4.700341405,-2.347069885,-2.081368685,-0.509419035,0.040464495,-11,-11
-4.968619895,-11,-11,-5.363376645,-3.817967075,-4.367233525,-1.744428655,-1.203952795,-4.425634585,-0.888542665,0.283548765,-2.155714545,-11,-11,-11,-3.556274535,-11,-11,-4.307535965,-11,-11,-11,0.120878865,-2.363944205,-1.369177115,-11,-3.447312995,-11,-4.138536565,-11,-11,-6.142414765,-8.168421125,-11,-11,-11,-11,-11,-2.404506255,-11,-4.598588185,-3.864978305
-11,-11,-11,-4.442118103,-11,-6.346432923,-1.873530283,0.495827478,-3.962013153,-11,0.620440698,-1.973234133,-11,-11,-11,-11,-2.750876353,-11,-11,-11,-11,-11,2.151738168,-5.396115213,-1.379758673,-11,-11,-2.926410503,-1.895679453,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
-3.733981663,-11,2.532675288,0.652243458,-3.617961043,-2.158943803,0.403195618,-4.933979713,-2.976337303,2.034535478,-1.210017343,-11,-11,-11,-11,-11,-2.172123373,-11,-11,-11,-11,-5.014818083,0.479968158,-1.974564533,-0.757460702,-11,-0.372958713,-4.869359923,-4.462613933,-11,-5.934613963,-11,-5.325029703,-0.835616383,-4.075806873,-4.422997443,-11,-3.939890753,-1.737716043,-1.921936443,-11,-6.674736713
-5.089509893,-11,3.385093098,-0.438602103,-2.720639233,-1.055903643,2.097765768,-3.093286953,-3.626686223,3.583292148,-0.453101813,-1.872449513,-11,-11,-11,-11,-2.306532883,-11,-3.493416143,-11,-11,-4.106676663,1.376588298,-1.590253043,-0.405585903,-11,-0.013100353,-4.402128683,-3.753889293,-11,-11,-11,-5.107527913,-0.613301793,-11,-3.924311963,-11,-4.178067373,-2.680040893,-0.764431463,-6.533543623,-11
-11,-11,-1.798439623,-0.041380932,-4.595187603,-6.312890783,-0.074256122,-0.807855562,-0.605009232,3.383675068,-1.020200483,-2.932109533,-11,-11,-11,-11,-0.352347362,-11,-11,-11,-11,-11,2.940368668,-0.868015252,-1.008390993,-11,-11,-11,-1.338211663,-11,-11,-11,-5.014380083,-4.013411403,-11,-11,-11,-4.192505053,-2.311002643,0.842816608,-11,-6.941345913
-4.483940198,-11,0.540022502,-0.395185788,-11,-4.057957618,1.399062223,-0.709060008,-1.339636948,2.278744983,-2.383037528,-2.482780128,-11,-11,-11,-11,-0.880373568,-11,-11,-11,-11,-4.506102888,2.119237543,0.305345862,-1.666851408,-3.645219188,-2.187927228,-3.666905848,-11,-11,-11,-11,-4.675163688,-2.029830568,-11,-11,-11,-3.121781178,-1.053187918,-0.796153878,-8.254321378,-1.227149778
-2.67104826,-11,3.18436816,0.32170417,-2.05116155,-2.78742367,1.27250368,-1.57625989,-1.53277783,3.6401158,-11,-2.65916591,-11,-11,-4.83570501,-11,-1.24374841,-11,-11,-11,-11,-3.38889197,0.92621316,-1.87541112,-1.90201843,-11,0.4867078,-3.16482374,0.53399023,-11,-11,-11,-4.03732126,-1.0262844,-2.40803059,-6.47085692,-3.74008299,-2.91814131,-2.43280781,-0.2256667,-9.13036641,-11
-11,-11,-11,-4.909385875,-11,-11,-0.679297215,-1.134505625,-3.199590645,0.475150985,0.218910575,-2.336878105,-11,-11,-11,-11,-3.701342195,-11,-4.289638555,-11,-11,-11,1.020374345,-1.847490195,-1.690710845,-11,-3.373836125,-11,-11,-11,-11,-11,-6.590682055,-3.676787755,-11,-11,-11,-4.500015495,-2.988292615,-1.563449125,-4.206955155,-2.843449085
-3.569633633,-11,4.020671928,-0.582178533,-1.585985463,-1.428332023,1.641719008,-11,-1.664463253,3.030721458,-3.346628223,-1.948125423,-11,-11,-11,-11,-2.795865173,-11,-3.223665363,-11,-11,-3.698589503,2.272180818,-2.654378213,-1.193178473,-4.565745903,-0.315569713,-3.239811623,0.423807198,-11,-11,-11,-4.186508713,0.354007018,-11,-4.211711063,-4.942641203,-2.745694223,-2.380096183,-1.636822703,-6.226043083,-4.786697993
-11,-11,-11,-3.81490982,-11,-4.44317558,-1.06966874,-0.41193471,-4.28902692,1.81358237,-0.85094992,-1.43294715,-11,-11,-11,-11,-3.00077916,-11,-11,-11,-11,-11,1.76544636,-0.39854802,-0.94797529,-11,-1.79381879,-11,-11,-11,-11,-11,-7.75715827,-5.63119351,-4.54970841,-11,-11,-11,-4.61559501,1.48421538,-6.68468552,-4.18859006
-5.392222143,-11,0.872431028,-0.326043242,-3.462645923,-2.097162163,0.653735028,0.005564908,-2.241439143,4.073508168,-0.935637312,-3.880604203,-11,-11,-11,-11,-0.431895953,-11,-1.716747253,-11,-11,-11,1.060859828,-1.984335903,-2.711422213,-4.115218023,-1.053448123,-4.981890583,-0.167645712,-5.408615403,-2.926670923,-11,-4.876760483,-2.575766773,-4.698434863,-7.090515443,-4.870933573,-2.805103793,-1.378326993,0.659321778,-8.241967583,-11
-5.17137481,-11,1.09871331,-0.55395861,-11,-2.87418867,0.6714921,-0.01796481,-1.32593391,3.83991384,-1.73109735,-2.25815986,-11,-11,-11,-3.90952285,-2.56929638,-11,-2.31869259,-11,-11,-3.58375219,1.7232675,-2.78516664,-1.23832403,-11,-1.05185549,-11,-0.49373537,-11,-4.14258013,-11,-4.39896719,-2.38252091,-4.86678642,-5.59265015,-11,-1.99568622,-1.85189703,0.82239046,-11,-11
-11,0.358724985,-11,-11,-11,-11,-0.776187005,-4.225672045,-5.003199145,-11,-3.498335315,1.711605695,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-2.381426985,-11,-11,-11,-11,-11,-3.071887945
-3.627206625,-11,-2.103572295,-0.111092885,-3.927562455,-1.344025275,2.046974455,-0.725183635,-3.366536075,3.915550385,-0.936463425,-2.900280015,-11,-11,-11,-11,-0.597311205,-8.448132105,-2.632093845,-11,-11,-4.720100265,1.788629695,-1.250435895,-1.241079795,-4.907845205,-1.948914475,-11,-4.437165135,-11,-11,-11,-6.037818425,-0.874398935,-11,-5.041953745,-11,-3.405408765,-1.664459885,0.384929535,-8.653815835,-4.007462865
-11,0.679680752,-11,-11,-11,-11,-0.573027848,-11,-4.622181438,-3.353085578,-3.471978998,-1.836352098,-11,-4.897624948,-11,-11,-2.461258888,-11,-11,-11,-5.386865578,-11,-4.656442258,-3.524551248,-1.467656838,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-5.799136488,-2.677571958
-3.98673916,-11,2.15651776,0.70616636,-4.53599246,-1.23893326,1.64318441,-0.53121914,-1.28423748,2.73656628,-2.65260261,-2.81376236,-11,-11,-11,-11,-0.81845599,-11,-11,-11,-11,-11,2.2854956,-1.23210314,-0.69519407,-6.88021298,-1.09907586,-11,-2.15928032,-11,-11,-11,-3.44278577,-1.57285651,-11,-11,-11,-3.65944577,-2.96133007,0.19425447,-6.36660501,-4.26110132
-5.18809432,-11,-11,-3.32152652,-11,-6.43281703,-0.42761134,-2.22864023,-5.15634216,0.39806665,0.37328625,-2.09516383,-11,-11,-11,-3.67831289,-3.25741944,-11,-11,-11,-11,-11,0.7642939,-3.08396891,-1.89835914,-11,-11,-11,-11,-11,-11,-11,-5.5928077,-11,-4.03711983,-11,-11,-11,-2.29495852,-1.71543262,-4.9043689,-11
-11,-11,-11,-4.407292075,-11,-5.675648625,-2.413791285,-4.278484435,-4.686140405,-11,1.089369345,-2.031078935,-11,-11,-11,-11,-2.777112435,-11,-11,-11,-11,-11,2.152929695,-3.054578805,-0.992571815,-11,-11,-11,-0.326802425,-11,-11,-11,-11,-11,-3.518335985,-11,-11,-11,-11,-11,-11,-11
-11,-11,-2.63745304,-2.01561041,-11,-11,-0.71592578,-1.0000721,-4.71601863,1.07683286,-1.88606665,-1.88134627,-11,-11,-11,-11,-1.36941709,-11,-4.096775,-11,-11,-11,0.44400733,-1.11831092,-1.24288471,-11,-1.77104358,-11,-11,-11,-11,-11,-7.83089374,-5.17065617,-5.08491143,-11,-4.65522156,-3.67229636,-2.33073406,-0.36865057,-5.98941328,-3.65462827
-11,-11,4.123948683,1.143686543,-2.012182378,-0.258463658,2.913697443,-11,-3.325155938,3.700894373,0.599782093,-1.995318818,-11,-11,-11,-11,-2.078896648,-11,-1.940960088,-11,-11,-2.577411768,2.628358963,-2.027980398,-0.602730987,-11,-0.014738427,-11,1.144601003,-11,-11,-11,-4.200629208,0.738071953,-3.237841528,-3.824894568,-3.388569008,-1.895716158,-0.453448778,-1.263399668,-5.044002908,-11
-11,-11,-4.277037265,0.249200305,-11,-11,0.247086915,-0.473813825,-1.085372685,3.037378935,-1.653199285,-1.611266235,-11,-11,-11,-2.860373385,0.082555395,-11,-11,-11,-11,-11,2.581666375,-2.368759755,-1.060155545,-3.595925255,-11,-11,-11,-5.858720265,-3.799475835,-11,-6.012359695,-11,-2.590906655,-11,-11,-11,-1.631395015,1.180055075,-11,-11
